"SNR","SC","CX","HBWW","ZGZ","Asy"
0,0.057,0.0324,0.0566,0.056,0.0544
0.2,0.0708,0.034,0.0708,0.0684,0.0632
0.4,0.0972,0.0336,0.0968,0.0952,0.0714
0.8,0.1252,0.0322,0.1252,0.1234,0.0856
1.6,0.2148,0.0314,0.215,0.2116,0.1378
3.2,0.4594,0.0318,0.4598,0.4558,0.2718
