"SNR","SC","CX","HBWW","ZGZ","Asy"
0,0.0728,0.033,0.0728,0.0614,0.045
0.1,0.0792,0.104,0.08,0.067,0.7988
0.2,0.0892,0.2232,0.0882,0.0766,0.9998
0.3,0.089,0.3578,0.0896,0.073,1
0.4,0.1006,0.5186,0.1008,0.0806,1
0.5,0.1084,0.6606,0.1088,0.0904,1
0.6,0.1068,0.8066,0.1076,0.092,1
0.7,0.1138,0.8816,0.1132,0.0914,1
0.8,0.1212,0.95,0.1206,0.098,1
